Date,Open,High,Low,Close,Adj Close,Volume
2019-05-21,44.220001,44.790001,43.639999,44.580002,44.580002,898700
2019-05-22,44.580002,48.080002,44.310001,46.240002,46.240002,1492700
2019-05-23,45.419998,46.189999,44.480000,44.790001,44.790001,881400
2019-05-24,45.000000,45.430000,43.740002,43.880001,43.880001,738000
2019-05-28,43.889999,44.320000,42.150002,42.759998,42.759998,1010200
2019-05-29,42.610001,42.619999,40.119999,40.840000,40.840000,1101400
2019-05-30,40.860001,41.360001,38.750000,39.119999,39.119999,1121800
2019-05-31,38.500000,39.470001,37.500000,38.009998,38.009998,1522000
2019-06-03,38.080002,38.310001,34.250000,34.660000,34.660000,2255600
2019-06-04,35.049999,37.189999,34.799999,36.500000,36.500000,1583700
2019-06-05,37.630001,37.990002,35.349998,35.590000,35.590000,1078200
2019-06-06,35.349998,35.950001,34.299999,35.700001,35.700001,914400
2019-06-07,35.990002,38.980000,35.310001,38.799999,38.799999,2578300
2019-06-10,44.259998,46.650002,41.029999,43.139999,43.139999,7322600
2019-06-11,43.799999,43.930000,40.139999,40.490002,40.490002,2898900
2019-06-12,40.500000,41.849998,39.430000,41.820000,41.820000,1702500
2019-06-13,42.029999,42.759998,40.400002,40.700001,40.700001,1167200
2019-06-14,40.430000,40.480000,38.700001,39.009998,39.009998,1370400
2019-06-17,39.200001,41.950001,38.700001,40.410000,40.410000,1919200
2019-06-18,40.869999,41.880001,40.549999,41.049999,41.049999,1227200
2019-06-19,41.200001,45.490002,41.200001,45.470001,45.470001,2670400
2019-06-20,45.259998,50.200001,44.310001,49.709999,49.709999,4517100
2019-06-21,48.500000,51.029999,46.200001,50.450001,50.450001,4195100
2019-06-24,50.810001,50.860001,46.750000,48.029999,48.029999,1999200
2019-06-25,48.070000,48.799999,45.900002,46.810001,46.810001,1099000
2019-06-26,47.160000,47.950001,46.520000,47.200001,47.200001,1107400
2019-06-27,47.099998,48.480000,46.020000,46.349998,46.349998,1334400
2019-06-28,46.750000,47.480000,46.299999,46.560001,46.560001,978100
2019-07-01,47.000000,49.320000,46.099998,49.299999,49.299999,1889000
2019-07-02,49.490002,49.490002,46.549999,47.389999,47.389999,1374100
2019-07-03,47.849998,47.910000,46.599998,47.740002,47.740002,683800
2019-07-05,47.250000,47.500000,46.259998,46.980000,46.980000,800000
2019-07-08,46.380001,48.480000,45.139999,45.450001,45.450001,1446700
2019-07-09,45.080002,45.980000,44.549999,45.150002,45.150002,743500
2019-07-10,45.240002,46.669998,44.590000,45.930000,45.930000,1069700
2019-07-11,46.299999,46.360001,44.380001,45.189999,45.189999,969000
2019-07-12,45.000000,45.040001,43.200001,43.340000,43.340000,1479400
2019-07-15,43.349998,44.320000,42.029999,44.220001,44.220001,812700
2019-07-16,44.070000,45.099998,43.220001,44.410000,44.410000,809400
2019-07-17,44.369999,45.480000,44.060001,44.250000,44.250000,972900
2019-07-18,43.869999,44.130001,42.689999,43.410000,43.410000,1042800
2019-07-19,43.410000,44.099998,42.689999,43.590000,43.590000,1185200
2019-07-22,43.430000,43.889999,42.119999,42.200001,42.200001,894700
2019-07-23,42.020000,43.439999,41.349998,42.970001,42.970001,803800
2019-07-24,42.810001,43.509998,42.270000,42.980000,42.980000,788500
2019-07-25,42.840000,43.400002,41.509998,41.830002,41.830002,857500
2019-07-26,42.000000,42.209999,41.130001,42.090000,42.090000,594300
2019-07-29,42.139999,42.250000,39.310001,40.639999,40.639999,1073600
2019-07-30,39.599998,41.740002,39.500000,40.759998,40.759998,544800
2019-07-31,40.880001,41.360001,40.299999,40.820000,40.820000,484300
2019-08-01,40.779999,41.740002,39.919998,40.349998,40.349998,489900
2019-08-02,40.930000,43.320000,40.400002,43.240002,43.240002,1229200
2019-08-05,43.029999,43.250000,41.279999,42.290001,42.290001,992500
2019-08-06,42.299999,44.439999,41.630001,42.529999,42.529999,939400
2019-08-07,41.540001,42.520000,41.220001,41.930000,41.930000,577500
2019-08-08,42.799999,44.330002,42.099998,43.889999,43.889999,827200
2019-08-09,43.610001,44.650002,42.299999,42.570000,42.570000,1265500
2019-08-12,42.470001,42.750000,41.540001,42.459999,42.459999,868400
2019-08-13,43.200001,46.250000,42.860001,46.020000,46.020000,3781600
2019-08-14,41.160000,42.169998,38.590000,39.040001,39.040001,3722000
2019-08-15,37.619999,37.900002,34.509998,35.119999,35.119999,2870500
2019-08-16,35.500000,35.770000,30.580000,31.309999,31.309999,4697000
2019-08-19,31.670000,31.850000,28.900000,29.930000,29.930000,3955200
2019-08-20,30.110001,31.389999,28.719999,29.299999,29.299999,2192000
2019-08-21,29.680000,32.400002,29.580000,32.340000,32.340000,3518700
2019-08-22,31.530001,32.169998,29.000000,29.010000,29.010000,3587900
2019-08-23,29.250000,29.600000,28.280001,28.290001,28.290001,2390200
2019-08-26,28.440001,28.959999,27.830000,28.200001,28.200001,1457300
2019-08-27,28.299999,28.490000,26.020000,26.490000,26.490000,2146800
2019-08-28,26.459999,27.650000,25.520000,27.200001,27.200001,1534000
2019-08-29,27.750000,27.790001,26.500000,26.740000,26.740000,1558100
2019-08-30,26.750000,27.139999,25.400000,25.670000,25.670000,1757300
2019-09-03,25.170000,30.969999,25.150000,30.100000,30.100000,4629700
2019-09-04,29.790001,31.549999,27.770000,30.000000,30.000000,4513700
2019-09-05,30.000000,32.750000,30.000000,32.080002,32.080002,3727200
2019-09-06,32.599998,33.660000,31.260000,32.060001,32.060001,2812900
